Category,Department + Course Number,Distributions
HST,RELST 3887,"['HA-AS', 'HST-AS']"
HST,RELST 3888,"['ALC-AS', 'CA-AS', 'HST-AS']"
HST,RELST 4310,"['ALC-AS', 'CA-AS', 'HST-AS']"
HST,RELST 4351,"['ALC-AS', 'HA-AS', 'HST-AS']"
HST,RELST 4449,"['GLC-AS', 'HST-AS', 'KCM-AS']"
HST,RELST 4462,"['CA-AS', 'GLC-AS', 'HST-AS']"
HST,RELST 4465,"['HA-AS', 'HST-AS', 'SCD-AS']"
HST,RELST 4537,"['CA-AS', 'HST-AS', 'SCD-AS']"
HST,RELST 4540,"['CA-AS', 'GLC-AS', 'HST-AS']"
HST,RELST 4557,"['CA-AS', 'ETM-AS', 'HST-AS']"
HST,RELST 4626,"['ALC-AS', 'HST-AS', 'LA-AS']"
HST,RELST 4628,"['HA-AS', 'HST-AS', 'SCD-AS']"
HST,RELST 4742,"['HA-AS', 'HST-AS']"
HST,RELST 4767,"['ALC-AS', 'CA-AS', 'HST-AS']"
HST,RELST 4931,"['HA-AS', 'HST-AS', 'SCD-AS']"
HST,ROMS 2350,"['ALC-AS', 'HA-AS', 'HST-AS']"
HST,ROMS 3010,"['HA-AS', 'HST-AS', 'SSC-AS']"
HST,ROMS 3210,"['HA-AS', 'HST-AS']"
HST,ROMS 3220,"['HA-AS', 'HST-AS']"
HST,ROMS 3300,"['HA-AS', 'HST-AS']"
HST,ROMS 4260,"['HA-AS', 'HST-AS']"
HST,ROMS 4370,"['ALC-AS', 'HA-AS', 'HST-AS']"
HST,ROMS 4650,"['ALC-AS', 'HA-AS', 'HST-AS']"
HST,ROMS 4750,"['HA-AS', 'HST-AS']"
HST,RUSSL 2157,"['ETM-AS', 'HA-AS', 'HST-AS']"
HST,SHUM 1100,"['ALC-AS', 'CA-AS', 'HST-AS']"
HST,SHUM 1802,"['HA-AS', 'HST-AS', 'SCD-AS']"
HST,SHUM 1930,"['HA-AS', 'HST-AS', 'SCD-AS']"
HST,SHUM 2208,"['ALC-AS', 'CA-AS', 'HST-AS']"
HST,SHUM 2220,"['HA-AS', 'HST-AS']"
HST,SHUM 2244,"['ALC-AS', 'HST-AS', 'LA-AS']"
HST,SHUM 2315,"['GLC-AS', 'HA-AS', 'HST-AS']"
HST,SHUM 2335,"['HA-AS', 'HST-AS', 'SCD-AS']"
HST,SHUM 2542,"['GLC-AS', 'HA-AS', 'HST-AS']"
HST,SHUM 2711,"['HA-AS', 'HST-AS']"
HST,SHUM 2729,"['HA-AS', 'HST-AS']"
HST,SHUM 2792,"['ALC-AS', 'HA-AS', 'HST-AS']"
HST,SHUM 2800,"['ALC-AS', 'HST-AS', 'LA-AS']"
HST,SHUM 2812,"['ALC-AS', 'HST-AS', 'LA-AS']"
HST,SHUM 3010,"['HA-AS', 'HST-AS', 'SSC-AS']"
HST,SHUM 3742,"['ALC-AS', 'CA-AS', 'HST-AS']"
HST,SHUM 4200,"['HA-AS', 'HST-AS']"
HST,SHUM 4426,"['ALC-AS', 'HA-AS', 'HST-AS']"
HST,SHUM 4674,"['CA-AS', 'HST-AS']"
HST,SHUM 4680,"['HA-AS', 'HST-AS']"
HST,SHUM 4916,"['ALC-AS', 'HA-AS', 'HST-AS']"
HST,SOC 3380,"['HST-AS', 'SBA-AS', 'SSC-AS']"
HST,SOC 4290,"['HST-AS', 'SBA-AS', 'SSC-AS']"
HST,SPAN 2170,"['ALC-AS', 'HST-AS', 'LA-AS']"
HST,SPAN 2715,"['GLC-AS', 'HA-AS', 'HST-AS']"
HST,SPAN 3639,"['ALC-AS', 'CA-AS', 'HST-AS']"
HST,SPAN 4470,"['ALC-AS', 'HST-AS', 'LA-AS']"
HST,SPAN 4525,"['HA-AS', 'HST-AS']"
HST,SPAN 4540,"['CA-AS', 'GLC-AS', 'HST-AS']"
HST,SPAN 4570,"['ALC-AS', 'CA-AS', 'HST-AS']"
HST,STS 1102,"['ALC-AS', 'CA-AS', 'HST-AS']"
HST,STS 1942,"['HA-AS', 'HST-AS', 'PHS-AS']"
HST,STS 2071,"['HA-AS', 'HST-AS']"
HST,STS 2381,"['HA-AS', 'HST-AS']"
HST,STS 2561,"['ALC-AS', 'HA-AS', 'HST-AS']"
HST,STS 2641,"['ALC-AS', 'HA-AS', 'HST-AS']"
HST,STS 2721,"['HA-AS', 'HST-AS', 'SCD-AS']"
HST,STS 2812,"['ALC-AS', 'HST-AS', 'LA-AS']"
HST,STS 2821,"['HA-AS', 'HST-AS']"
HST,STS 2921,"['HA-AS', 'HST-AS']"
HST,STS 3181,"['HA-AS', 'HST-AS']"
HST,STS 4168,"['HA-AS', 'HST-AS', 'SCD-AS']"
HST,STS 4231,"['HA-AS', 'HST-AS', 'SCD-AS']"
HST,STS 4618,"['ALC-AS', 'CA-AS', 'HST-AS']"
HST,STS 4634,"['GLC-AS', 'HST-AS']"
HST,STS 4741,"['ETM-AS', 'HA-AS', 'HST-AS']"
HST,STS 4751,"['HA-AS', 'HST-AS', 'SCD-AS']"
HST,STS 4911,"['HA-AS', 'HST-AS', 'SCD-AS']"
HST,SUMER 3661,"['ALC-AS', 'HA-AS', 'HST-AS']"
HST,VISST 2812,"['ALC-AS', 'HST-AS', 'LA-AS']"
HST,VISST 3001,"['ALC-AS', 'HST-AS', 'LA-AS']"
HST,VISST 3515,"['ALC-AS', 'HST-AS', 'LA-AS']"
HST,VISST 3535,"['ALC-AS', 'CA-AS', 'HST-AS']"
HST,VISST 3590,"['ALC-AS', 'CA-AS', 'HST-AS']"
HST,VISST 3696,"['ALC-AS', 'CA-AS', 'HST-AS']"
HST,VISST 4351,"['ALC-AS', 'HA-AS', 'HST-AS']"
HST,VISST 4556,"['ALC-AS', 'HST-AS', 'LA-AS']"
HST,VISST 4851,"['ALC-AS', 'HA-AS', 'HST-AS']"
HST,VISST 4852,"['ALC-AS', 'CA-AS', 'HST-AS']"
HST,VISST 4854,"['ALC-AS', 'CA-AS', 'HST-AS']"
HST,VISST 4855,"['ALC-AS', 'CA-AS', 'HST-AS']"
ETM,AMST 2000,"['LA-AS', 'ALC-AS', 'ETM-AS']"
ETM,AMST 3330,"['KCM-AS', 'ETM-AS']"
ETM,AMST 3785,"['KCM-AS', 'ETM-AS', 'SSC-AS']"
ETM,ANTHR 3476,"['SBA-AS', 'ETM-AS', 'SCD-AS']"
ETM,ANTHR 4114,"['HA-AS', 'ETM-AS', 'HST-AS']"
ETM,ANTHR 4407,"['HA-AS', 'ALC-AS', 'ETM-AS']"
ETM,ANTHR 4467,"['CA-AS', 'ETM-AS', 'SCD-AS']"
ETM,ANTHR 4478,"['SBA-AS', 'ETM-AS', 'SCD-AS']"
ETM,ARTH 2000,"['LA-AS', 'ALC-AS', 'ETM-AS']"
ETM,ASIAN 2257,"['ETM-AS', 'KCM-AS']"
ETM,ASIAN 2273,"['KCM-AS', 'ETM-AS', 'GLC-AS']"
ETM,ASIAN 3344,"['KCM-AS', 'ETM-AS']"
ETM,ASIAN 4412,"['KCM-AS', 'ETM-AS']"
ETM,ASIAN 4430,"['KCM-AS', 'ETM-AS']"
ETM,ASRC 1650,"['KCM-AS', 'ETM-AS', 'SCD-AS']"
ETM,ASRC 4368,"['LA-AS', 'ALC-AS', 'ETM-AS']"
ETM,BSOC 2051,"['KCM-AS', 'ETM-AS', 'SCD-AS']"
ETM,BSOC 2061,"['KCM-AS', 'ETM-AS', 'SSC-AS']"
ETM,BSOC 4650,"['CA-AS', 'ETM-AS']"
ETM,BSOC 4741,"['HA-AS', 'ETM-AS', 'HST-AS']"
ETM,CLASS 1699,"['HA-AS', 'ETM-AS', 'HST-AS']"
ETM,CLASS 2661,"['KCM-AS', 'ETM-AS', 'HST-AS']"
ETM,CLASS 2808,"['LA-AS', 'ALC-AS', 'ETM-AS']"
ETM,CLASS 3661,"['KCM-AS', 'ETM-AS']"
ETM,CLASS 3664,"['KCM-AS', 'ETM-AS', 'HST-AS']"
ETM,CLASS 3669,"['KCM-AS', 'ETM-AS', 'HST-AS']"
ETM,CLASS 3674,"['KCM-AS', 'ETM-AS']"
ETM,CLASS 4662,"['KCM-AS', 'ETM-AS', 'HST-AS']"
ETM,CLASS 4665,"['LA-AS', 'ETM-AS']"
ETM,CLASS 4677,"['CA-AS', 'ETM-AS', 'HST-AS']"
ETM,COGST 1101,"['KCM-AS', 'ETM-AS']"
ETM,COGST 1105,"['KCM-AS', 'ETM-AS', 'SSC-AS']"
ETM,COGST 2090,"['KCM-AS', 'ETM-AS']"
ETM,COGST 2150,"['KCM-AS', 'ETM-AS']"
ETM,COGST 2200,"['KCM-AS', 'ETM-AS']"
ETM,COGST 2264,"['KCM-AS', 'BIO-AS', 'ETM-AS']"
ETM,COGST 2415,"['KCM-AS', 'ETM-AS']"
ETM,COGST 2621,"['KCM-AS', 'ETM-AS']"
ETM,COGST 3135,"['SBA-AS', 'ETM-AS', 'SSC-AS']"
ETM,COGST 3140,"['KCM-AS', 'ETM-AS']"
ETM,COGST 3190,"['KCM-AS', 'ETM-AS']"
ETM,COGST 3302,"['KCM-AS', 'ETM-AS']"
ETM,COGST 3330,"['KCM-AS', 'ETM-AS']"
ETM,COGST 3350,"['SBA-AS', 'ETM-AS']"
ETM,COGST 3420,"['KCM-AS', 'ETM-AS']"
ETM,COGST 3500,"['SBA-AS', 'ETM-AS']"
ETM,COGST 4050,"['SBA-AS', 'ETM-AS', 'SSC-AS']"
ETM,COGST 4150,"['KCM-AS', 'ALC-AS', 'ETM-AS']"
ETM,COGST 4270,"['KCM-AS', 'ETM-AS']"
ETM,COGST 4331,"['KCM-AS', 'ETM-AS']"
ETM,COGST 4420,"['KCM-AS', 'ETM-AS']"
ETM,COGST 4425,"['KCM-AS', 'ETM-AS']"
ETM,COGST 4510,"['KCM-AS', 'ALC-AS', 'ETM-AS']"
ETM,COGST 4625,"['KCM-AS', 'ETM-AS']"
ETM,COML 2000,"['LA-AS', 'ALC-AS', 'ETM-AS']"
ETM,COML 3300,"['CA-AS', 'ALC-AS', 'ETM-AS']"
ETM,COML 3500,"['SBA-AS', 'ETM-AS']"
ETM,COML 3541,"['LA-AS', 'ALC-AS', 'ETM-AS']"
ETM,COML 3542,"['CA-AS', 'ALC-AS', 'ETM-AS']"
ETM,COML 3780,"['CA-AS', 'ETM-AS', 'GLC-AS']"
ETM,COML 3781,"['KCM-AS', 'ETM-AS', 'SSC-AS']"
ETM,COML 4090,"['LA-AS', 'ALC-AS', 'ETM-AS']"
ETM,COML 4229,"['KCM-AS', 'ALC-AS', 'ETM-AS']"
ETM,COML 4240,"['CA-AS', 'ALC-AS', 'ETM-AS']"
ETM,COML 4250,"['CA-AS', 'ALC-AS', 'ETM-AS']"
ETM,COML 4251,"['CA-AS', 'ALC-AS', 'ETM-AS']"
ETM,COML 4368,"['LA-AS', 'ALC-AS', 'ETM-AS']"
ETM,COML 4995,"['LA-AS', 'ALC-AS', 'ETM-AS']"
ETM,COML 4996,"['CA-AS', 'ALC-AS', 'ETM-AS']"
ETM,CS 1340,"['KCM-AS', 'ETM-AS', 'SDS-AS']"
ETM,CS 1710,"['KCM-AS', 'ETM-AS']"
ETM,ENGL 3916,"['CA-AS', 'ALC-AS', 'ETM-AS']"
ETM,ENGL 3920,"['LA-AS', 'ALC-AS', 'ETM-AS']"
ETM,ENGL 4260,"['CA-AS', 'ALC-AS', 'ETM-AS']"
ETM,FGSS 3651,"['KCM-AS', 'ETM-AS', 'SSC-AS']"
ETM,FGSS 4114,"['HA-AS', 'ETM-AS', 'HST-AS']"
ETM,FGSS 4491,"['KCM-AS', 'ETM-AS', 'SCD-AS']"
ETM,FREN 3460,"['HA-AS', 'ALC-AS', 'ETM-AS']"
ETM,FREN 3540,"['LA-AS', 'ETM-AS']"
ETM,FREN 3560,"['KCM-AS', 'ETM-AS', 'SSC-AS']"
ETM,FREN 3665,"['SBA-AS', 'ETM-AS']"
ETM,FREN 3730,"['CA-AS', 'ALC-AS', 'ETM-AS']"
ETM,FREN 3770,"['LA-AS', 'ETM-AS', 'GLC-AS']"
ETM,FREN 3780,"['CA-AS', 'ETM-AS', 'GLC-AS']"
ETM,FREN 4070,"['KCM-AS', 'ETM-AS']"
ETM,FREN 4368,"['LA-AS', 'ALC-AS', 'ETM-AS']"
ETM,FREN 4540,"['KCM-AS', 'ALC-AS', 'ETM-AS']"
ETM,GERST 3550,"['CA-AS', 'ALC-AS', 'ETM-AS']"
ETM,GERST 3561,"['KCM-AS', 'ETM-AS', 'SSC-AS']"
ETM,GERST 3580,"['KCM-AS', 'ETM-AS', 'HST-AS']"
ETM,GERST 3590,"['KCM-AS', 'ETM-AS']"
ETM,GERST 3610,"['CA-AS', 'ALC-AS', 'ETM-AS']"
ETM,GERST 3620,"['LA-AS', 'ALC-AS', 'ETM-AS']"
ETM,GERST 4210,"['CA-AS', 'ALC-AS', 'ETM-AS']"
ETM,GERST 4245,"['LA-AS', 'ALC-AS', 'ETM-AS']"
ETM,GERST 4250,"['CA-AS', 'ALC-AS', 'ETM-AS']"
ETM,GERST 4260,"['CA-AS', 'ALC-AS', 'ETM-AS']"
ETM,GERST 4290,"['LA-AS', 'ALC-AS', 'ETM-AS']"
ETM,GERST 4351,"['CA-AS', 'ALC-AS', 'ETM-AS']"
ETM,GERST 4370,"['ETM-AS', 'HST-AS']"
ETM,GOVT 2432,"['KCM-AS', 'ETM-AS', 'SCD-AS']"
ETM,GOVT 2605,"['KCM-AS', 'ETM-AS']"
ETM,GOVT 3042,"['SBA-AS', 'ETM-AS']"
ETM,GOVT 3606,"['CA-AS', 'ALC-AS', 'ETM-AS']"
ETM,GOVT 3625,"['KCM-AS', 'ETM-AS', 'GLC-AS']"
ETM,GOVT 3636,"['LA-AS', 'ALC-AS', 'ETM-AS']"
ETM,GOVT 3705,"['CA-AS', 'ALC-AS', 'ETM-AS']"
ETM,GOVT 3785,"['KCM-AS', 'ETM-AS', 'SSC-AS']"
ETM,GOVT 3786,"['CA-AS', 'ETM-AS', 'GLC-AS']"
ETM,GOVT 4015,"['CA-AS', 'ALC-AS', 'ETM-AS']"
ETM,GOVT 4279,"['CA-AS', 'ALC-AS', 'ETM-AS']"
ETM,GOVT 4735,"['CA-AS', 'ALC-AS', 'ETM-AS']"
ETM,GOVT 4769,"['LA-AS', 'ALC-AS', 'ETM-AS']"
ETM,HD 2090,"['KCM-AS', 'ETM-AS']"
ETM,HD 3455,"['SBA-AS', 'ETM-AS']"
ETM,HIST 1600,"['HA-AS', 'ETM-AS', 'HST-AS']"
ETM,HIST 2086,"['HA-AS', 'ETM-AS', 'HST-AS']"
ETM,HIST 2155,"['HA-AS', 'ETM-AS', 'HST-AS']"
ETM,HIST 2157,"['HA-AS', 'ETM-AS', 'HST-AS']"
ETM,INFO 1260,"['KCM-AS', 'ETM-AS', 'SDS-AS']"
ETM,INFO 2450,"['SBA-AS', 'ETM-AS']"
ETM,INFO 3140,"['KCM-AS', 'ETM-AS']"
ETM,INFO 4270,['ETM-AS']
ETM,ITAL 3720,"['CA-AS', 'ALC-AS', 'ETM-AS']"
ETM,JAPAN 4412,"['KCM-AS', 'ETM-AS']"
ETM,JWST 2155,"['HA-AS', 'ETM-AS', 'HST-AS']"
ETM,JWST 2271,"['SBA-AS', 'ETM-AS']"
ETM,JWST 3535,"['KCM-AS', 'ETM-AS']"
ETM,JWST 3732,"['CA-AS', 'ETM-AS']"
ETM,JWST 4407,"['HA-AS', 'ALC-AS', 'ETM-AS']"
ETM,JWST 4790,"['LA-AS', 'ALC-AS', 'ETM-AS']"
ETM,KOREA 4430,"['KCM-AS', 'ETM-AS']"
ETM,LING 1101,"['KCM-AS', 'ETM-AS', 'SSC-AS']"
ETM,LING 1109,"['HA-AS', 'ETM-AS', 'HST-AS']"
ETM,LING 1121,"['CA-AS', 'ETM-AS', 'GLC-AS']"
ETM,LING 1170,"['KCM-AS', 'ETM-AS']"
ETM,LING 2215,"['KCM-AS', 'ETM-AS']"
ETM,LING 2223,"['SBA-AS', 'ETM-AS']"
ETM,LING 2241,"['SBA-AS', 'ETM-AS']"
ETM,LING 2264,"['KCM-AS', 'BIO-AS', 'ETM-AS']"
ETM,LING 3302,"['KCM-AS', 'ETM-AS']"
ETM,LING 3303,"['KCM-AS', 'ETM-AS']"
ETM,LING 3333,"['KCM-AS', 'ETM-AS']"
ETM,LING 3344,"['KCM-AS', 'ETM-AS']"
ETM,LING 4401,"['KCM-AS', 'ETM-AS']"
ETM,LING 4403,"['KCM-AS', 'ETM-AS']"
ETM,LING 4412,"['KCM-AS', 'ETM-AS']"
ETM,LING 4421,"['KCM-AS', 'ETM-AS', 'SMR-AS']"
ETM,LING 4423,"['KCM-AS', 'ETM-AS']"
ETM,LING 4425,"['KCM-AS', 'ETM-AS']"
ETM,LING 4430,"['KCM-AS', 'ETM-AS']"
ETM,MEDVL 3210,"['KCM-AS', 'ETM-AS', 'HST-AS']"
ETM,MEDVL 3760,"['LA-AS', 'ETM-AS', 'GLC-AS']"
ETM,MEDVL 4557,"['CA-AS', 'ETM-AS', 'HST-AS']"
ETM,NES 3732,"['CA-AS', 'ETM-AS']"
ETM,NES 4407,"['HA-AS', 'ALC-AS', 'ETM-AS']"
ETM,NES 4557,"['CA-AS', 'ETM-AS', 'HST-AS']"
ETM,PHIL 1100,"['ETM-AS', 'KCM-AS']"
ETM,PHIL 1440,"['ETM-AS', 'KCM-AS']"
ETM,PHIL 1450,"['ETM-AS', 'KCM-AS', 'SCD-AS']"
ETM,PHIL 1620,"['ETM-AS', 'KCM-AS']"
ETM,PHIL 1650,"['ETM-AS', 'KCM-AS', 'SCD-AS']"
ETM,PHIL 1960,"['ETM-AS', 'KCM-AS']"
ETM,PHIL 2200,"['ETM-AS', 'HST-AS', 'KCM-AS']"
ETM,PHIL 2220,"['ETM-AS', 'HST-AS', 'KCM-AS']"
ETM,PHIL 2240,"['ETM-AS', 'HST-AS', 'KCM-AS']"
ETM,PHIL 2410,"['ETM-AS', 'KCM-AS']"
ETM,PHIL 2415,"['ETM-AS', 'KCM-AS']"
ETM,PHIL 2420,"['ETM-AS', 'KCM-AS']"
ETM,PHIL 2430,"['ETM-AS', 'KCM-AS', 'SCD-AS']"
ETM,PHIL 2455,"['ETM-AS', 'KCM-AS']"
ETM,PHIL 2510,"['ALC-AS', 'ETM-AS', 'LA-AS']"
ETM,PHIL 2530,"['ALC-AS', 'ETM-AS', 'KCM-AS']"
ETM,PHIL 2540,"['ETM-AS', 'KCM-AS']"
ETM,PHIL 2620,"['ETM-AS', 'KCM-AS']"
ETM,PHIL 2621,"['ETM-AS', 'KCM-AS']"
ETM,PHIL 2640,"['ETM-AS', 'KCM-AS']"
ETM,PHIL 2810,"['ETM-AS', 'KCM-AS']"
ETM,PHIL 2945,"['ETM-AS', 'KCM-AS', 'SSC-AS']"
ETM,PHIL 2960,"['ETM-AS', 'KCM-AS', 'SSC-AS']"
ETM,PHIL 3180,"['ETM-AS', 'KCM-AS']"
ETM,PHIL 3202,"['ETM-AS', 'HST-AS', 'KCM-AS']"
ETM,PHIL 3203,"['ETM-AS', 'HST-AS', 'KCM-AS']"
ETM,PHIL 3204,"['ETM-AS', 'KCM-AS']"
ETM,PHIL 3210,"['ETM-AS', 'HST-AS', 'KCM-AS']"
ETM,PHIL 3222,"['ETM-AS', 'HST-AS', 'KCM-AS']"
ETM,PHIL 3230,"['ETM-AS', 'KCM-AS']"
ETM,PHIL 3231,"['ETM-AS', 'KCM-AS']"
ETM,PHIL 3250,"['ETM-AS', 'HST-AS', 'KCM-AS']"
ETM,PHIL 3460,"['ETM-AS', 'GLC-AS', 'KCM-AS']"
ETM,PHIL 3475,"['ETM-AS', 'KCM-AS']"
ETM,PHIL 3480,"['ETM-AS', 'KCM-AS']"
ETM,PHIL 3535,"['ETM-AS', 'KCM-AS']"
ETM,PHIL 3610,"['ETM-AS', 'KCM-AS']"
ETM,PHIL 3700,"['ETM-AS', 'KCM-AS']"
ETM,PHIL 4200,"['ETM-AS', 'HST-AS', 'KCM-AS']"
ETM,PHIL 4210,"['ETM-AS', 'LA-AS']"
ETM,PHIL 4240,"['ETM-AS', 'HST-AS']"
ETM,PHIL 4261,"['ETM-AS', 'KCM-AS', 'SCD-AS']"
ETM,PHIL 4490,"['ETM-AS', 'KCM-AS', 'SCD-AS']"
ETM,PHIL 4510,"[' ALC-AS', 'ETM-AS', 'KCM-AS']"
ETM,PHIL 4570,"['ETM-AS', 'KCM-AS']"
ETM,PHIL 4611,"['ETM-AS', 'KCM-AS']"
ETM,PHIL 4620,"['ETM-AS', 'KCM-AS']"
ETM,PHIL 4720,"['ETM-AS', 'KCM-AS']"
ETM,PHIL 4730,"['ETM-AS', 'KCM-AS', 'SMR-AS']"
ETM,PMA 2800,"['ALC-AS', 'ETM-AS', 'LA-AS']"
ETM,PMA 3490,"['ALC-AS', 'CA-AS', 'ETM-AS']"
ETM,PMA 3815,"['ETM-AS', 'LA-AS']"
ETM,PSYCH 1102,"['ETM-AS', 'KCM-AS']"
ETM,PSYCH 1990,['ETM-AS']
ETM,PSYCH 2090,"['ETM-AS', 'KCM-AS']"
ETM,PSYCH 2150,"['ETM-AS', 'KCM-AS']"
ETM,PSYCH 2415,"['ETM-AS', 'KCM-AS']"
ETM,PSYCH 2750,"['ETM-AS', 'SBA-AS', 'SSC-AS']"
ETM,PSYCH 2800,"['ETM-AS', 'SBA-AS', 'SSC-AS']"
ETM,PSYCH 2940,"['ETM-AS', 'KCM-AS', 'SSC-AS']"
ETM,PSYCH 3135,"['ETM-AS', 'SBA-AS', 'SSC-AS']"
ETM,PSYCH 3140,"['ETM-AS', 'KCM-AS']"
ETM,PSYCH 3190,"['ETM-AS', 'KCM-AS']"
ETM,PSYCH 3250,"['ETM-AS', 'SBA-AS']"
ETM,PSYCH 3350,"['ETM-AS', 'SBA-AS']"
ETM,PSYCH 3420,"['ETM-AS', 'KCM-AS']"
ETM,PSYCH 3450,"['ETM-AS', 'SBA-AS']"
ETM,PSYCH 3910,"['ETM-AS', 'KCM-AS', 'SSC-AS']"
ETM,PSYCH 4050,"['ETM-AS', 'SBA-AS', 'SSC-AS']"
ETM,PSYCH 4150,"['ALC-AS', 'ETM-AS', 'KCM-AS']"
ETM,PSYCH 4270,"['ETM-AS', 'KCM-AS']"
ETM,PSYCH 4331,"['ETM-AS', 'KCM-AS']"
ETM,PSYCH 4420,"['ETM-AS', 'KCM-AS']"
ETM,RELST 2155,"['ETM-AS', 'HA-AS', 'HST-AS']"
ETM,RELST 2157,"['ETM-AS', 'HA-AS', 'HST-AS']"
ETM,RELST 2257,"['ETM-AS', 'KCM-AS']"
ETM,RELST 2273,"['ETM-AS', 'GLC-AS', 'KCM-AS']"
ETM,RELST 2630,"['ALC-AS', 'ETM-AS', 'KCM-AS']"
ETM,RELST 3150,"['ETM-AS', 'HST-AS', 'KCM-AS']"
ETM,RELST 3344,"['ETM-AS', 'KCM-A']"
ETM,RELST 3535,"['ETM-AS', 'KCM-AS']"
ETM,RELST 3540,"['ETM-AS', 'LA-AS']"
ETM,RELST 3734,"['CA-AS', 'ETM-AS']"
ETM,RELST 3770,"['ETM-AS', 'GLC-AS', 'LA-AS']"
ETM,RELST 4407,"['ALC-AS', 'ETM-AS', 'HA-AS']"
ETM,RELST 4557,"['CA-AS', 'ETM-AS', 'HST-AS']"
ETM,RELST 4665,"['ETM-AS', 'LA-AS']"
ETM,ROMS 3560,"['ETM-AS', 'KCM-AS', 'SSC-AS']"
ETM,ROMS 4210,"['ALC-AS', 'CA-AS', 'ETM-AS']"
ETM,ROMS 4245,"['ALC-AS', 'ETM-AS', 'LA-AS']"
ETM,RUSSL 2157,"['ETM-AS', 'HA-AS', 'HST-AS']"
ETM,SHUM 2455,"['ETM-AS', 'KCM-AS']"
ETM,SHUM 3475,"['ETM-AS', 'KCM-AS']"
ETM,SHUM 3610,"['ALC-AS', 'CA-AS', 'ETM-AS']"
ETM,SPAN 3710,"['CA-AS', 'ETM-AS']"
ETM,SPAN 4520,"['ALC-AS', 'CA-AS', 'ETM-AS']"
ETM,SPAN 4600,"['ALC-AS', 'CA-AS', 'ETM-AS']"
ETM,STS 2051,"['ETM-AS', 'KCM-AS', 'SCD-AS']"
ETM,STS 2061,"['ETM-AS', 'KCM-AS', 'SSC-AS']"
ETM,STS 2451,"['ETM-AS', 'KCM-AS']"
ETM,STS 2831,"['ETM-AS', 'KCM-AS']"
ETM,STS 3042,"['ETM-AS', 'SBA-AS']"
ETM,STS 3601,"['ETM-AS', 'KCM-AS', 'SSC-AS']"
ETM,STS 3651,"['ETM-AS', 'KCM-AS', 'SSC-AS']"
ETM,STS 4412,"['ETM-AS', 'SCD-AS']"
ETM,STS 4650,"['CA-AS', 'ETM-AS']"
ETM,STS 4741,"['ETM-AS', 'HA-AS', 'HST-AS']"
ETM,VISST 2000,"['ALC-AS', 'ETM-AS', 'LA-AS']"
ETM,VISST 3342,"['ETM-AS', 'KCM-AS']"
SSC,AMST 1104,"['SBA-AS', 'SCD-AS', 'SSC-AS']"
SSC,AMST 1115,"['SBA-AS', 'SSC-AS']"
SSC,AMST 1290,"['SBA-AS', 'SSC-AS']"
SSC,AMST 1500,"['CA-AS', 'GLC-AS', 'SSC-AS']"
SSC,AMST 2012,"['SBA-AS', 'SSC-AS']"
SSC,AMST 2070,"['SBA-AS', 'SSC-AS']"
SSC,AMST 2225,"['SBA-AS', 'SCD-AS', 'SSC-AS']"
SSC,AMST 2710,"['SBA-AS', 'SSC-AS']"
SSC,AMST 2721,"['CA-AS', 'SCD-AS', 'SSC-AS']"
SSC,AMST 2810,"['SBA-AS', 'SSC-AS']"
SSC,AMST 2817,"['SBA-AS', 'GLC-AS', 'SSC-AS']"
SSC,AMST 3012,"['SBA-AS', 'SSC-AS']"
SSC,AMST 3015,"['HA-AS', 'HST-AS', 'SSC-AS']"
SSC,AMST 3033,"['SBA-AS', 'SSC-AS']"
SSC,AMST 3112,"['SBA-AS', 'SSC-AS']"
SSC,AMST 3121,"['KCM-AS', 'SSC-AS']"
SSC,AMST 3122,"['HA-AS', 'SSC-AS']"
SSC,AMST 3131,"['CA-AS', 'SSC-AS']"
SSC,AMST 3141,"['SBA-AS', 'SSC-AS']"
SSC,AMST 3155,"['SBA-AS', 'SSC-AS']"
SSC,AMST 3161,"['SBA-AS', 'SSC-AS']"
SSC,AMST 3200,"['HA-AS', 'HST-AS', 'SSC-AS']"
SSC,AMST 3248,"['HA-AS', 'HST-AS', 'SSC-AS']"
SSC,AMST 3262,"['HA-AS', 'HST-AS', 'SSC-AS']"
SSC,AMST 3281,"['HA-AS', 'SSC-AS']"
SSC,AMST 3380,"['SBA-AS', 'HST-AS', 'SSC-AS']"
SSC,AMST 3405,"['CA-AS', 'SCD-AS', 'SSC-AS']"
SSC,AMST 3785,"['KCM-AS', 'ETM-AS', 'SSC-AS']"
SSC,AMST 3911,"['SBA-AS', 'SSC-AS']"
SSC,AMST 4012,"['SBA-AS', 'SSC-AS']"
SSC,AMST 4021,"['KCM-AS', 'SSC-AS']"
SSC,AMST 4051,"['SBA-AS', 'SSC-AS']"
SSC,AMST 4066,"['SBA-AS', 'SSC-AS']"
SSC,AMST 4681,"['CA-AS', 'ALC-AS', 'SSC-AS']"
SSC,AMST 4998,"['SBA-AS', 'SSC-AS']"
SSC,ANTHR 1200,"['HA-AS', 'HST-AS', 'SSC-AS']"
SSC,ANTHR 2010,"['HA-AS', 'HST-AS', 'SSC-AS']"
SSC,ANTHR 2016,"['HA-AS', 'HST-AS', 'SSC-AS']"
SSC,ANTHR 2430,"['HA-AS', 'HST-AS', 'SSC-AS']"
SSC,ANTHR 2433,"['CA-AS', 'SCD-AS', 'SSC-AS']"
